MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
1,0,0,0,0,0,0,0,7,0,0,0,1,7,1,32,6,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,11,2,0,0,5,0,3,17,12,3,3,2,5,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,13,4,0,0,3,3,2,71,8,0,0,1,1,1,1,0,1,0,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,1,0,0,3,1,2,0,5,40,0,0,4,7,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,14,13,1,0,2,5,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,1,0,0,0,8,2,0,0,6,1,2,77,54,0,0,2,2,1,1,0,2,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,13,0,0,0,0,3,0,26,8,0,0,2,2,1,1,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,2,0,0,0
0,0,0,1,0,0,0,0,11,0,0,2,1,3,4,39,27,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,2,18,36,0,0,2,5,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,10,0,0,3,1,0,0,6,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,45,30,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,1,0,1,3,0,2,2,16,0,0,1,2,3,2,10,9,0,0,7,4,1,1,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0
0,0,0,1,3,0,2,0,18,0,0,0,1,4,0,11,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,6,0,0,0,1,0,3,68,30,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,11,1,0,0,1,1,3,18,30,1,0,2,5,0,1,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,12,1,0,0,1,5,4,52,8,0,0,2,9,1,3,2,1,0,1,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,2,1,7,4,87,8,0,0,9,8,0,1,0,4,3,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,3,1,4,0,11,6,1,0,1,1,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,14,0,0,3,0,3,6,1,1,0,0,6,6,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,6,0,0,2,1,0,9,8,0,0,1,1,1,1,0,2,0,1,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,11,0,0,0,1,1,1,14,30,1,0,1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,14,13,0,0,2,5,0,1,0,1,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,10,0,0,0,0,4,0,11,10,1,0,6,6,0,2,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,10,0,0,3,1,4,0,22,12,1,0,1,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,1,2,0,0,1,19,0,0,0,1,0,0,73,53,0,0,2,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,15,3,0,0,2,3,2,71,8,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,6,0
1,0,0,0,0,0,0,0,7,0,0,0,1,1,1,89,0,0,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,23,0,0,0,2,1,0,70,4,0,0,2,1,1,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,49,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,1,1,2,86,36,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,14,0,0,3,1,3,0,1,1,0,0,6,6,1,1,0,0,0,2,0,0,1,0,5,0,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,19,0,0,0,5,3,4,18,46,1,0,2,11,0,1,0,1,0,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,3,0,3,0,0,0,0,2,0,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,4,0,0,0,4,1,2,90,59,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,2,0,0,0,0,0,8,0,0,0,2,3,0,70,38,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,2,0,15,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0
1,0,0,0,0,0,0,0,22,0,0,4,0,1,1,41,12,0,0,3,3,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,6,0,0,0,0,1,0,1,1,0,0,3,3,0,1,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,13,0,0,0,0,3,3,26,18,1,0,0,0,1,1,1,1,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,37,25,0,0,7,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,11,0,0,0,5,1,0,12,11,0,5,7,4,0,1,0,1,0,1,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,2,30,56,0,0,3,3,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,11,0,0,0,1,3,3,28,10,0,0,2,5,1,1,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19,1,0,0,2,5,4,28,19,0,0,5,4,1,1,0,1,0,2,0,0,1,3,2,1,2,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,3,1,1,0,68,52,0,0,7,4,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,2,31,32,0,0,1,1,1,1,0,0,0,2,0,0,1,3,0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,2,15,0,0,0,1,8,8,91,8,0,0,2,5,1,3,2,2,0,1,1,2,3,2,0,4,3,3,2,0,0,0,0,0,0
0,0,0,1,0,0,3,0,0,0,0,0,4,3,0,92,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,2,0,5,0,0,0,0,2,0,6,6,0,0,6,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,18,0,0,0,1,4,5,93,51,1,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,17,6,0,0,0,1,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,23,0,0,0,2,3,2,67,8,0,0,4,5,1,1,0,2,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
3,0,2,0,0,0,0,0,5,0,0,0,1,0,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,2,0,12,0,0,0,3,1,6,89,8,0,0,2,5,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,2,2,0,2,1,19,1,0,0,0,1,0,86,36,0,0,3,3,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,15,1,0,0,2,3,6,48,29,2,0,2,0,1,1,2,0,0,2,0,0,1,0,0,4,3,3,2,1,0,0,0,0,3
0,0,0,0,0,0,0,0,15,0,0,0,5,1,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,3,1,1,0,0,0,0,2,0,0,1
0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,22,17,0,0,0,0,2,2,0,0,0,0,0,0,2,0,4,2,2,0,0,0,0,0,0,1,2
0,0,1,0,0,0,0,0,15,0,0,0,2,3,1,83,8,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,3,0,4,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,3,3,28,19,0,0,1,1,1,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,2,0,8,1,0,0,1,5,0,71,8,0,0,5,2,1,1,0,1,0,2,0,2,1,0,1,4,3,3,2,0,0,2,0,0,1
0,0,0,0,0,0,0,0,7,0,0,0,2,3,2,70,8,0,0,1,1,1,1,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,1,3,2,46,33,0,0,2,5,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,41,28,1,0,1,1,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,2,0,0,0,3,0,12,11,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,13,0,0,0,1,3,5,26,8,0,0,1,1,1,1,2,2,0,1,0,4,1,5,0,1,1,5,4,1,0,0,0,0,1
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,12,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,3,1,2,0,92,29,0,0,4,7,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,9,0,0,0,1,3,1,70,18,0,0,2,5,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,3,0,0,0
0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,45,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,49,29,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,9,1,0,0,1,5,4,1,40,0,0,7,4,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,23,0,0,0,2,1,0,65,8,0,0,1,1,1,1,0,2,0,0,0,2,1,5,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,3,1,0,0,2,4,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
3,0,0,0,0,0,0,0,5,0,0,0,0,2,0,22,17,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,15,0,0,0,1,3,6,18,46,0,0,10,10,1,1,2,1,0,2,0,2,1,4,0,0,1,0,0,0,0,0,0,2,1
0,0,0,0,1,0,0,0,17,0,0,1,1,3,0,32,21,1,0,2,5,1,1,0,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
3,0,0,2,0,0,0,0,5,0,0,0,1,0,0,51,37,0,0,1,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,7,3,0,0,1,3,2,25,8,0,0,5,2,1,1,0,1,0,1,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,2,0,0,3,0,12,0,0,0,0,0,0,5,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,1,0,0,22,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,9,0,0,0,0,1,3,90,59,1,0,3,3,0,1,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,79,8,1,0,2,8,1,1,0,2,1,2,1,2,1,0,2,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,2,3,2,70,8,0,0,1,1,1,1,0,2,0,3,1,1,1,0,0,1,1,0,0,2,0,0,0,0,3
0,0,0,0,0,0,0,0,11,0,0,0,1,3,2,21,34,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4,0,0,2,4,0,0,35,30,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4
0,0,0,1,0,0,1,0,6,0,0,0,1,1,3,54,4,0,0,6,6,2,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,1,4,3,0,0,1,3,0,30,56,1,0,3,3,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,45,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,46,33,0,0,2,5,0,1,0,1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
1,0,1,0,3,0,0,0,7,0,0,0,0,0,1,94,36,0,0,3,3,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,2,0,0,0,0,0
0,0,0,0,2,0,0,1,12,0,0,0,5,0,0,85,31,0,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,5,2,24,57,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,16,0,0,0,1,1,0,62,55,0,0,3,3,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,22,0,0,4,0,1,0,63,48,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
1,0,0,1,1,0,0,0,7,1,0,0,2,1,3,26,30,0,0,1,1,1,1,0,2,0,1,0,0,1,0,0,4,3,3,2,1,0,1,0,3,1
1,0,0,0,0,0,0,0,22,0,0,3,0,3,0,63,48,0,0,3,3,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,17,0,0,0,0,1,0,35,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,14,0,0,4,4,5,3,41,28,0,0,6,6,1,1,1,1,0,1,0,0,1,0,0,4,3,3,2,0,0,0,0,0,0
0,0,0,2,0,0,3,0,0,2,0,0,0,0,2,92,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
1,0,0,0,0,0,0,0,7,0,0,0,2,1,1,26,8,0,0,9,8,1,1,0,2,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8,0,0,0,3,1,3,69,16,0,0,2,5,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,3,2,95,2,0,0,5,8,1,1,0,0,0,2,1,0,0,0,2,1,1,2,0,2,0,1,0,0,0
0,0,1,0,0,0,2,0,15,0,0,0,2,1,1,26,4,0,0,2,5,1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,4,0
0,0,0,0,0,0,0,0,10,0,0,0,1,6,0,74,17,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,2,1,5,4,32,21,0,0,0,0,0,1,0,1,0,2,1,1,3,0,0,4,3,3,2,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8,0,0,0,2,3,3,19,36,0,0,1,1,1,1,0,0,0,2,0,0,1,0,2,1,1,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,0,0,13,12,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,15,0,0,0,1,1,0,46,33,1,0,2,5,1,1,0,1,0,3,0,0,1,0,2,0,1,0,0,0,0,1,0,2,0
0,0,0,1,0,0,2,0,11,7,0,0,1,1,2,27,2,0,0,4,4,1,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,17,0,0,0,0,0,0,45,41,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,13,0,0,0,2,1,2,96,8,0,0,1,1,1,1,0,2,0,2,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,7,0,0,0,2,7,3,47,2,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,0,0,0,1,1,1,19,6,1,0,2,5,1,1,0,2,0,0,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,1,2,0,0,1,19,0,0,0,1,0,0,34,50,0,1,7,4,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,16,0,0,0,0,1,0,92,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,2,0,74,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,2,1,3,0,1,1,0,0,7,4,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,7,7,1,0,3,3,0,1,0,1,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,0,3,0,77,8,0,0,8,9,1,1,0,2,0,3,1,0,1,0,0,1,1,1,1,0,0,0,0,2,1
0,0,0,1,2,0,3,1,19,0,0,0,1,5,2,30,54,4,5,7,4,1,1,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,0,2,3,82,29,1,0,9,2,1,1,1,0,0,3,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0
0,0,0,1,1,0,2,0,8,0,0,0,2,3,4,52,8,0,0,1,1,3,1,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,5,6,0,0,0,2,0,51,37,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,23,1,0,0,0,0,7,65,12,0,0,2,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,9,0,0,0,1,3,0,10,9,0,0,1,1,1,1,0,1,0,1,0,0,1,0,5,1,1,0,0,0,0,2,0,0,0
0,0,0,1,3,0,0,1,2,0,0,0,0,1,3,36,5,1,0,9,8,1,1,0,1,0,3,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,1,0,0,0,0,1,3,0,90,59,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,4,3,3,2,0,0,0,0,0,0
1,0,0,0,0,0,0,0,21,0,0,3,1,0,0,6,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,16,3,4,5,7,4,1,1,1,1,0,2,0,0,1,0,5,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,11,3,0,0,0,3,3,97,5,0,0,1,1,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,1,2,0,13,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,12,8,0,0,0,1,0,5,40,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,18,0,0,3,1,2,0,55,42,0,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,7,0,0,0,0,2,54,44,3,3,5,4,1,1,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,15,0,0,3,5,1,0,11,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,1,2,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,18,0,0,3,1,2,0,4,4,0,0,6,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,9,0,0,0,1,3,2,37,25,1,0,3,3,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,35,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,13,10,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,22,17,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,7,0,0,0,1,5,3,96,4,1,0,9,8,3,1,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4
0,0,0,1,0,0,1,0,10,0,0,0,1,4,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,3,0,0,0,10,0,0,0,1,4,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
1,0,2,0,0,0,2,0,7,0,0,0,0,0,1,3,6,0,0,9,8,1,0,0,0,0,0,0,0,2,3,2,0,1,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,4,0,0,4,1,1,0,45,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,9,0,0,0,1,3,3,12,14,0,0,3,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,3,52,12,0,0,1,1,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
