MSZoning,Utilities,LotConfig,LandSlope,ExterCond,Heating,PoolQC,MiscFeature,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,OverallCond,OverallQual
0,0,0,0,0,0,0,0,1136,1136,1136,1,5,1,1,384,140000,6,6
0,0,0,0,0,0,0,0,855,855,1441,2,7,1,2,440,148500,6,6
1,0,0,0,0,1,0,0,1095,1095,1774,2,8,0,3,779,87000,2,4
0,0,0,0,0,0,0,0,768,792,792,1,5,0,1,240,109500,8,5
0,0,0,0,0,0,0,0,2046,2046,2046,2,7,1,3,834,372500,5,8
0,0,0,0,0,0,0,0,988,988,988,1,5,0,2,572,128500,5,5
0,0,0,0,0,0,0,0,923,923,923,2,5,1,1,264,143000,5,6
4,0,0,0,0,0,0,0,793,848,1520,1,6,0,1,281,159434,5,5
0,0,0,0,0,0,0,0,1291,1291,1291,1,6,1,2,431,173000,5,6
0,0,2,0,0,0,0,0,1626,1668,1668,2,7,1,3,702,285000,5,9
0,0,3,0,0,0,0,0,1195,1195,1839,2,7,0,2,486,221000,5,7
0,0,3,0,0,0,0,0,1190,1190,2090,2,6,1,2,577,207500,5,7
3,0,0,0,0,0,0,0,874,874,1761,3,7,0,2,578,227875,6,7
3,0,1,0,0,0,0,0,551,551,1102,2,4,0,2,480,148800,5,7
0,0,0,0,0,0,0,0,1419,1419,1419,2,7,1,2,567,392000,6,8
0,0,2,0,0,0,0,0,1362,1362,1362,2,6,1,2,460,194700,5,6
1,0,0,0,0,0,0,0,848,848,848,1,3,1,2,420,141000,5,6
0,0,2,0,0,0,0,0,2444,2444,4316,3,10,2,3,832,755000,6,10
0,0,0,1,0,0,0,0,1210,1238,2519,2,9,2,2,628,335000,5,7
0,0,2,2,0,0,0,0,1073,1073,1073,1,4,0,1,326,108480,6,5
1,0,2,0,2,0,0,0,927,1067,1539,1,5,0,2,576,141500,6,5
0,0,0,0,0,0,0,0,1112,1137,1137,2,5,1,2,551,176000,6,6
1,0,0,0,0,0,0,0,616,616,616,1,4,0,1,205,89000,7,5
0,0,0,0,0,0,0,0,980,1148,1148,1,6,0,1,308,123500,7,5
0,0,0,0,1,0,0,0,894,894,894,1,5,1,1,336,138500,8,5
3,0,0,0,0,0,0,0,1391,1391,1391,2,5,0,2,530,196000,5,7
0,0,0,0,0,0,0,0,1800,1800,1800,2,7,1,3,765,312500,5,8
0,0,0,0,0,0,0,0,1164,1164,1164,1,6,0,2,528,140000,5,7
0,0,0,0,0,0,0,0,1234,1264,2576,2,10,1,3,666,361919,5,8
1,0,0,0,1,0,0,0,360,1032,1812,2,8,1,2,672,140000,9,5
0,0,0,0,0,0,0,0,1473,1484,1484,2,7,0,2,606,213000,5,7
1,0,0,0,2,0,0,3,0,372,1092,2,7,0,0,0,55000,5,4
0,0,3,2,0,0,0,0,1643,1824,1824,2,5,2,2,739,302000,5,7
0,0,0,0,0,0,0,0,1324,1324,1324,2,6,1,2,550,254000,5,8
0,0,0,0,0,0,0,0,728,728,1456,2,8,1,2,400,179540,5,7
0,0,0,0,0,0,0,0,876,904,904,1,6,0,1,408,109900,7,5
0,0,0,0,0,0,0,0,270,729,729,1,5,0,0,0,52000,6,3
2,0,0,1,0,0,0,0,859,859,1178,1,7,0,1,384,102776,7,4
0,0,0,0,0,0,0,0,1228,1228,1228,2,5,1,2,472,189000,5,8
0,0,0,0,0,1,0,0,960,960,960,1,6,0,2,576,129000,5,4
0,0,3,0,0,0,0,0,725,725,1479,2,6,0,2,475,130500,8,6
0,0,0,0,0,0,0,0,1064,1350,1350,2,7,1,2,478,165000,5,6
1,0,0,0,1,0,0,0,718,1576,2554,1,8,0,2,704,159500,8,7
0,0,0,0,0,0,0,0,1176,1178,1178,1,5,1,2,439,157000,6,5
0,0,0,0,0,0,0,0,1311,1325,2418,2,9,1,3,983,341000,5,7
0,0,0,0,0,0,0,0,971,971,971,1,5,1,1,300,128500,6,5
0,0,3,1,0,0,0,0,1742,1742,1742,2,5,1,2,564,275000,5,8
1,0,0,0,0,0,0,0,848,848,848,1,3,0,2,420,143000,5,6
0,0,0,0,1,0,0,0,864,864,864,1,5,0,2,463,124500,7,4
0,0,0,0,0,0,0,0,941,997,1470,2,7,0,1,548,135000,6,4
0,0,0,0,0,0,0,0,1698,1698,1698,2,8,1,3,768,320000,5,9
0,0,0,0,0,0,0,1,864,864,864,1,5,0,2,660,120500,6,4
0,0,2,0,1,0,0,0,880,1680,1680,2,5,1,2,540,222000,9,6
0,0,0,0,0,0,0,0,1232,1232,1232,2,6,0,2,632,194500,5,7
0,0,2,0,0,0,0,0,1584,1776,1776,2,9,0,3,888,110000,5,5
1,0,0,0,0,0,0,0,780,848,1208,1,5,0,2,539,103000,5,4
0,0,0,0,0,0,0,0,1595,1616,1616,2,5,1,2,608,236500,5,8
0,0,2,0,0,0,0,0,868,1146,1146,2,6,1,2,438,187500,5,7
0,0,0,0,0,0,0,0,1153,1153,2031,2,8,1,2,541,222500,5,7
0,0,2,0,0,0,0,1,864,1144,1144,1,6,1,1,264,131400,6,5
0,0,2,0,0,0,0,0,948,948,948,1,6,0,1,300,108000,5,5
1,0,0,0,0,1,0,0,880,880,1768,1,6,2,2,320,163000,7,7
0,0,0,0,0,0,0,0,0,1040,1040,2,6,0,2,400,93500,4,3
0,0,3,0,0,0,0,0,893,901,1801,2,8,1,3,800,239900,5,8
0,0,0,0,0,0,0,0,1200,1200,1200,3,5,0,0,0,179000,5,5
0,0,0,0,0,0,0,0,864,864,1728,2,7,0,2,572,190000,5,7
1,0,0,0,1,0,0,0,264,768,1432,2,7,0,2,360,132000,7,5
0,0,0,0,1,0,0,0,912,912,912,1,5,0,1,288,142000,8,6
0,0,0,0,0,0,0,0,1349,1349,1349,2,6,0,2,539,179000,5,7
0,0,0,0,0,0,0,0,520,1464,1464,2,6,1,2,480,175000,6,5
0,0,0,0,0,0,0,0,1337,1337,1337,2,5,1,2,462,180000,5,8
0,0,0,0,1,0,0,0,1142,1175,2715,3,11,2,2,831,299800,9,8
0,0,0,0,0,0,0,0,952,980,2256,2,8,1,2,554,236000,5,7
1,0,2,0,0,1,0,0,1240,1320,2640,1,8,1,4,864,265979,7,7
0,0,0,0,0,0,0,0,1720,1720,1720,2,7,1,2,527,260400,5,7
0,0,0,0,0,3,0,0,0,1088,1529,2,9,0,1,240,98000,3,4
1,0,2,0,0,0,0,0,576,792,1140,1,7,0,0,0,96500,7,4
0,0,0,0,0,0,0,0,660,660,1320,2,6,0,2,400,162000,5,7
0,0,0,0,1,0,0,0,1479,1494,1494,2,6,0,2,576,217000,5,6
0,0,0,0,0,0,0,0,1030,1038,2098,2,8,1,3,878,275500,5,8
0,0,0,0,0,0,0,0,1026,1026,1026,1,5,0,2,440,156000,8,6
3,0,0,0,0,0,0,0,729,742,1471,2,6,0,2,440,172500,5,6
0,0,0,0,0,0,0,0,866,866,1768,2,7,0,2,578,212000,5,8
0,0,3,0,0,0,0,0,672,672,1386,2,6,1,2,440,158900,5,6
3,0,0,0,0,0,0,0,744,757,1501,2,6,0,2,440,179400,5,7
0,0,0,0,0,0,0,0,1318,1328,2531,2,9,1,3,752,290000,5,8
0,0,0,0,0,0,0,1,864,864,864,1,5,0,1,300,127500,6,6
1,0,1,0,0,0,0,0,1145,1301,1301,1,5,0,2,440,100000,5,5
3,0,0,0,0,0,0,0,756,764,1547,2,7,0,2,614,215200,5,7
0,0,0,0,0,0,0,0,1252,1268,2365,2,8,1,3,856,337000,5,8
0,0,3,0,1,0,0,0,1494,1494,1494,1,6,1,2,481,270000,5,8
0,0,0,0,0,0,0,0,1498,1506,1506,2,6,1,2,592,264132,5,9
0,0,0,0,0,0,0,1,980,980,1714,2,7,1,2,496,196500,5,7
0,0,0,0,0,0,0,1,983,983,1750,2,7,0,1,423,160000,7,6
0,0,0,0,0,0,0,0,1860,1836,1836,2,8,1,2,484,216837,5,7
0,0,3,1,0,0,0,0,1650,1690,3279,3,12,1,3,841,538000,5,8
0,0,3,0,0,0,0,0,858,858,858,1,5,0,2,576,134900,5,5
0,0,0,0,0,0,0,0,836,1220,1220,1,6,0,2,396,102000,5,4
0,0,0,0,0,0,0,0,1029,1117,1117,1,6,1,2,672,107000,5,6
0,0,0,0,0,0,0,0,912,912,912,1,5,0,1,275,114500,5,5
0,0,2,0,0,0,0,0,1935,1973,1973,2,9,1,3,895,395000,5,8
1,0,1,0,0,0,0,0,1204,1204,1204,2,5,0,2,412,162000,5,6
0,0,0,0,0,0,0,0,1614,1614,1614,2,7,0,3,865,221500,5,7
0,0,0,0,0,0,0,0,864,894,894,1,5,1,2,440,142500,5,5
4,0,0,0,0,0,0,0,0,2020,2020,2,10,2,2,630,144000,5,5
0,0,0,0,0,0,0,0,975,1004,1004,1,4,0,2,504,135000,5,6
0,0,0,0,0,0,0,0,1237,1253,1253,2,6,1,2,402,176000,5,7
0,0,0,0,1,0,0,0,761,810,1603,2,7,0,2,484,175900,5,6
0,0,0,0,0,0,0,0,1413,1430,1430,2,6,0,2,605,187100,5,7
0,0,2,0,1,0,0,0,1097,1110,1110,1,4,1,2,602,165500,6,5
1,0,0,0,0,0,0,0,742,742,1484,2,9,1,0,0,128000,6,6
0,0,0,0,0,0,0,0,1372,1342,1342,2,7,1,2,457,161500,5,6
1,0,0,0,1,0,0,1,686,966,1652,2,7,0,1,416,139000,6,5
0,0,0,0,0,0,0,0,956,956,2084,2,8,0,2,618,233000,5,7
1,0,2,0,0,0,0,0,901,901,901,1,4,0,1,281,107900,7,4
0,0,0,0,0,0,0,0,832,976,2087,2,9,0,2,444,187500,8,6
0,0,0,0,0,0,0,0,1145,1145,1145,2,5,1,2,397,160200,5,7
0,0,2,0,0,0,0,0,1029,1062,1062,1,5,2,2,539,146800,5,6
0,0,3,0,0,0,0,0,1117,1127,2013,2,8,1,2,455,269790,5,7
0,0,0,0,0,0,0,0,1496,1496,1496,2,7,0,2,474,225000,5,8
0,0,2,0,0,0,0,1,712,1086,1895,2,7,1,2,409,194500,5,7
0,0,0,0,0,0,0,0,650,888,1564,2,7,1,2,476,171000,6,6
0,0,0,0,0,0,0,0,660,1285,1285,1,7,1,2,528,143500,5,6
0,0,0,0,0,0,0,0,773,773,773,1,4,0,1,240,110000,5,5
0,0,0,0,0,0,0,0,1926,1966,3140,3,11,2,3,820,485000,5,9
0,0,2,0,0,0,0,0,731,981,1768,1,7,2,1,240,175000,7,5
0,0,0,1,0,0,0,1,616,616,1688,2,8,0,2,603,200000,5,6
1,0,0,0,0,0,0,0,1196,1196,1196,1,5,0,2,440,109900,7,4
0,0,0,0,0,0,0,0,728,728,1456,2,7,1,2,410,189000,5,7
0,0,0,0,0,0,0,0,1734,1734,2822,3,12,1,3,1020,582933,5,9
0,0,0,0,0,0,0,0,936,1128,1128,1,5,0,1,286,118000,5,5
0,0,1,0,0,0,0,0,1417,1428,1428,2,6,0,2,554,227680,5,7
0,0,0,0,0,0,0,0,980,980,980,2,6,0,1,384,135500,5,5
0,0,0,0,0,0,0,0,1324,1072,1576,1,6,1,2,528,223500,6,5
0,0,0,0,0,0,0,0,1024,1086,1086,1,6,1,2,484,159950,5,5
1,0,2,0,0,0,0,0,849,1075,2138,2,11,0,2,360,106000,5,5
0,0,0,0,0,0,2,0,1040,1309,1309,1,5,1,2,484,181000,6,6
1,0,0,0,0,0,0,0,848,848,848,1,4,1,2,420,144500,5,6
2,0,0,1,0,0,0,1,540,1044,1044,1,4,0,2,504,55993,5,5
0,0,0,0,0,0,0,1,1442,1442,1442,1,7,0,1,301,157900,6,6
0,0,0,0,0,1,0,0,686,686,1250,1,7,0,1,280,116000,7,5
0,0,3,0,0,0,0,0,1649,1661,1661,2,6,0,2,598,224900,5,7
0,0,2,0,0,0,0,0,1008,1008,1008,1,4,1,1,275,137000,6,5
0,0,3,0,0,0,0,0,1568,1689,1689,2,7,2,3,857,271000,5,8
0,0,0,0,0,0,0,0,1010,1052,1052,1,6,0,2,440,155000,7,6
0,0,0,0,0,0,0,0,1358,1358,1358,2,6,1,2,484,224000,5,7
0,0,3,0,0,0,0,0,798,798,1640,2,6,0,2,595,183000,5,7
1,0,0,1,0,0,0,0,936,936,936,1,4,0,2,576,93000,4,4
0,0,2,0,0,0,0,0,847,847,1733,2,7,1,2,433,225000,5,7
0,0,0,0,0,0,0,0,778,944,1489,2,7,1,1,240,139500,7,6
3,0,0,0,0,0,0,0,1489,1489,1489,2,7,1,2,776,232600,5,8
0,0,0,0,0,0,0,0,2078,2084,2084,2,7,1,3,1220,385000,5,10
1,0,0,0,0,0,0,0,784,784,784,1,5,0,0,0,109500,6,5
0,0,0,0,0,0,0,0,1454,1434,1434,2,6,1,2,527,189000,5,7
0,0,3,2,0,0,0,0,1013,1160,2126,2,7,0,2,538,185000,5,5
3,0,0,0,0,0,0,0,600,520,1223,2,4,0,2,480,147400,5,7
0,0,2,0,0,0,0,0,1392,1392,1392,1,6,2,2,458,166000,5,6
3,0,0,0,0,0,0,0,600,520,1200,2,4,0,2,480,151000,5,7
0,0,3,0,0,0,0,0,941,941,1829,2,7,1,2,613,237000,6,7
0,0,0,0,0,0,0,0,1516,1516,1516,1,6,0,2,472,167000,6,6
0,0,0,0,0,0,0,0,1144,1144,1144,1,6,0,2,456,139950,6,5
0,0,0,0,0,0,0,0,1067,1067,1067,2,4,0,2,436,128000,7,4
1,0,0,0,0,0,0,0,1559,1559,1559,1,5,0,2,812,153500,6,5
1,0,0,0,0,0,0,0,483,483,987,1,5,0,1,264,100000,5,6
0,0,0,0,0,0,0,0,1099,1099,1099,1,6,0,1,352,144000,6,5
0,0,0,0,0,0,0,0,768,768,1200,1,6,0,1,240,130500,6,5
4,0,0,0,0,0,0,0,672,810,1482,2,7,0,1,400,140000,8,6
1,0,0,0,0,0,0,0,650,958,1539,2,8,1,2,686,157500,8,5
0,0,0,0,0,0,0,0,1127,1165,1165,1,6,0,2,490,174900,7,6
0,0,2,0,0,0,0,0,1800,1800,1800,2,10,0,0,0,141000,4,5
1,0,0,0,0,0,0,0,876,876,1416,1,7,1,3,720,153900,8,5
0,0,3,0,0,0,0,0,1390,1701,1701,2,6,2,2,611,171000,5,5
0,0,0,0,0,0,0,0,740,1006,1775,2,7,1,2,425,213000,5,7
0,0,3,0,0,0,0,0,864,864,864,1,5,1,1,338,133500,6,5
0,0,0,0,0,0,0,0,907,1307,2358,3,10,1,2,360,240000,8,6
0,0,1,0,1,0,0,0,528,1094,1855,2,7,1,2,512,187000,7,6
1,0,0,0,0,0,0,0,848,848,848,1,3,0,2,420,131500,5,6
0,0,0,0,0,0,0,0,1273,1456,1456,2,7,1,2,400,215000,5,8
0,0,0,0,1,0,0,0,918,918,1646,2,7,2,1,240,164000,5,7
0,0,2,0,1,0,0,0,1127,1445,1445,1,7,1,2,645,158000,6,6
0,0,0,0,0,0,0,0,1763,1779,1779,1,6,1,2,454,170000,4,5
0,0,2,0,1,0,0,0,1040,1040,1040,1,6,0,1,260,127000,8,5
0,0,0,1,0,0,0,0,940,1026,1026,1,5,0,2,576,147000,6,6
0,0,0,0,0,0,0,0,702,702,1481,2,6,1,2,343,174000,5,6
0,0,0,0,0,0,0,0,1090,1370,1370,2,6,1,2,479,152000,5,7
0,0,2,0,0,0,0,0,1054,1512,2654,2,9,1,2,619,250000,7,6
0,0,2,0,0,0,0,0,912,912,1426,1,7,1,1,216,189950,8,7
0,0,0,0,0,0,0,0,1039,1039,1039,1,6,0,2,504,131500,4,5
0,0,2,0,0,0,0,0,1040,1097,1097,2,6,0,2,480,152000,5,6
0,0,0,0,0,0,0,0,1148,1148,1148,1,6,0,1,672,132500,5,5
3,0,0,0,0,0,0,0,1372,1372,1372,2,6,0,2,529,250580,5,7
0,0,0,0,0,0,0,0,1002,1002,1002,1,5,0,2,902,148500,6,5
0,0,0,0,0,0,0,0,1638,1646,1646,2,6,1,3,870,248900,5,8
0,0,2,0,0,0,0,1,1040,1120,1120,1,5,0,2,544,129000,5,4
0,0,2,0,0,0,0,0,0,1547,2320,2,7,1,2,672,169000,6,5
0,0,0,0,0,0,0,0,1050,1062,1949,2,8,1,2,574,236000,5,7
0,0,0,0,0,0,0,0,894,894,894,1,5,0,1,308,109500,5,5
0,0,0,0,0,0,0,0,804,804,1682,2,7,0,2,523,200500,5,6
0,0,2,0,0,0,0,0,105,910,910,1,5,0,2,414,116000,7,5
0,0,0,0,0,0,0,3,832,1036,1268,1,6,1,1,288,133000,7,5
1,0,0,0,0,0,0,0,676,676,1131,1,5,0,1,200,66500,6,5
3,0,0,0,0,0,0,0,1184,1184,2610,2,11,1,2,550,303477,5,8
0,0,0,1,0,0,0,0,1064,1040,1040,1,5,0,2,648,132250,5,4
0,0,0,0,0,0,0,0,1462,1462,2224,2,10,1,3,738,350000,5,9
0,0,0,0,0,0,0,1,1109,1155,1155,1,6,0,2,576,148000,7,5
0,0,3,0,1,0,0,0,864,864,864,1,6,0,1,336,136500,8,5
0,0,0,0,0,0,0,0,1090,1090,1090,1,5,0,2,450,157000,5,5
0,0,3,0,1,0,0,0,1156,1187,1717,2,7,1,2,400,187500,5,7
0,0,2,0,0,0,0,0,808,808,1593,2,7,1,2,389,178000,5,6
0,0,0,0,0,0,0,0,795,954,2230,1,10,0,1,440,118500,5,4
0,0,0,0,0,0,0,0,892,892,892,1,5,0,1,288,100000,5,5
3,0,3,0,0,0,0,0,1698,1709,1709,2,5,1,2,506,328900,5,9
0,0,2,0,0,0,0,0,1626,1712,1712,2,8,0,2,588,145000,5,5
0,0,0,0,1,0,0,0,816,872,1393,1,8,0,1,300,135500,7,5
0,0,0,1,1,0,0,0,2217,2217,2217,2,8,1,2,621,268000,6,8
0,0,0,0,0,0,0,0,1505,1505,1505,1,6,1,2,505,149500,4,6
0,0,2,0,1,0,0,1,672,672,924,1,6,1,2,576,122900,7,5
0,0,0,0,0,0,0,0,918,918,1683,2,7,1,2,440,172500,5,6
0,0,0,0,0,0,0,0,1059,1068,1068,1,6,0,1,264,154500,8,6
0,0,0,0,0,0,0,0,1383,1383,1383,1,6,1,1,354,165000,5,5
0,0,0,0,0,0,0,0,0,1535,1535,2,8,0,2,400,118858,5,5
0,0,0,0,0,0,0,0,780,983,1796,1,8,1,2,483,140000,5,6
1,0,0,0,0,0,0,0,951,951,951,1,6,0,1,327,106500,6,4
0,0,0,0,0,0,0,0,0,1120,2240,2,12,0,2,528,142953,5,5
0,0,0,0,0,0,0,0,2330,2364,2364,2,11,2,3,820,611657,5,9
0,0,0,0,0,0,0,0,912,1236,1236,1,6,1,1,288,135000,7,5
0,0,0,0,0,0,0,0,858,858,858,1,4,0,1,684,110000,6,4
0,0,0,0,1,0,0,0,992,1306,1306,1,5,0,1,756,153000,7,5
0,0,0,0,0,0,0,0,783,807,1509,2,8,1,2,393,180000,5,7
0,0,3,0,0,0,0,0,1670,1670,1670,2,7,1,3,690,240000,5,7
0,0,0,0,0,0,0,0,876,902,902,1,6,0,1,288,125500,6,5
0,0,0,0,0,0,0,0,1056,1063,1063,1,6,0,1,280,128000,5,5
0,0,2,0,0,0,0,0,1623,1636,1636,2,8,1,3,865,255000,5,8
0,0,0,0,0,0,0,0,1017,1020,2057,1,6,1,1,180,250000,7,7
0,0,0,1,0,0,0,0,864,902,902,1,5,0,2,484,131000,5,5
0,0,0,0,0,0,0,0,742,742,1484,2,8,1,2,390,174000,5,6
0,0,2,0,0,0,0,0,1105,1105,2274,2,12,0,2,480,154300,5,5
0,0,3,1,0,0,0,0,1268,1268,1268,1,5,0,1,252,143500,7,5
1,0,0,0,0,0,0,1,768,1015,1015,1,6,0,1,450,88000,7,5
4,0,0,0,0,0,0,0,1001,1001,2002,2,8,0,3,871,145000,6,5
3,0,0,0,0,0,0,0,612,612,1224,2,4,0,2,528,173733,5,6
1,0,0,0,0,0,0,0,546,546,1092,1,6,0,1,286,75000,5,4
2,0,0,0,0,0,0,0,480,480,480,0,4,0,1,308,35311,3,2
0,0,0,0,0,0,0,0,1134,1229,1229,1,6,0,1,284,135000,6,4
0,0,2,0,0,0,0,0,1104,912,2127,2,8,1,3,833,238000,5,7
0,0,2,0,0,0,0,0,1184,1414,1414,1,6,1,2,601,176500,8,6
0,0,0,0,1,0,0,0,928,936,1721,2,7,0,2,471,201000,5,6
0,0,0,0,0,0,0,0,1272,1272,2200,2,9,0,0,0,145900,7,5
0,0,0,0,0,0,0,0,1316,1316,1316,2,6,1,2,397,169990,5,6
0,0,0,0,0,0,0,0,1604,1617,1617,2,5,1,2,533,193000,5,6
0,0,0,0,1,0,0,0,1686,1686,1686,2,7,1,2,612,207500,6,6
0,0,2,0,0,0,0,0,1126,1126,1126,2,6,0,2,540,175000,6,5
0,0,0,0,0,0,0,0,1181,1234,2374,2,10,1,3,656,285000,5,8
0,0,0,0,0,0,0,0,832,1098,1978,2,9,1,2,486,176000,5,7
0,0,0,0,0,0,0,0,1753,1788,1788,2,7,1,2,522,236500,5,8
0,0,2,0,0,0,0,0,964,993,2236,2,8,1,2,642,222000,5,7
0,0,0,0,0,0,0,0,1466,1466,1466,2,7,0,3,610,201000,5,8
0,0,0,0,0,0,0,0,925,925,925,1,5,0,1,429,117500,6,5
0,0,2,0,0,0,0,0,1905,1905,1905,2,8,1,3,788,320000,5,9
0,0,1,0,0,0,0,0,1500,1500,1500,2,6,0,2,570,190000,5,7
0,0,0,1,0,0,0,0,585,2069,2069,2,9,1,2,505,242000,7,7
0,0,0,0,1,0,0,0,600,747,747,1,5,0,2,528,79900,5,4
0,0,0,0,0,0,0,0,1176,1200,1200,2,5,0,2,555,184900,5,7
0,0,0,0,0,0,0,0,1113,1113,1971,2,8,1,2,689,253000,5,7
0,0,0,0,0,0,0,0,1391,1391,1962,2,7,0,3,868,239799,5,7
0,0,0,0,1,0,0,0,1032,1207,2403,2,10,2,1,349,244400,7,7
0,0,0,0,0,0,0,0,1728,1728,1728,2,8,0,2,574,150900,5,6
0,0,1,0,0,0,0,0,992,1022,2060,2,8,1,2,390,214000,5,7
0,0,0,0,0,0,0,0,1440,1440,1440,2,8,0,0,0,150000,3,4
0,0,0,0,0,0,0,0,1632,1632,1632,2,8,0,2,576,143000,4,5
0,1,3,0,0,0,0,0,819,1344,1344,1,7,1,2,525,137500,6,6
1,0,2,0,0,0,0,0,1088,1188,1869,1,7,0,2,456,124900,6,5
0,0,0,0,1,0,0,0,1144,1144,1144,1,6,1,1,796,143000,6,5
0,0,0,0,0,0,0,0,1616,1629,1629,2,9,1,3,808,270000,5,8
0,0,0,0,0,0,0,0,936,936,1776,2,7,1,2,474,192500,5,7
0,0,0,0,0,0,0,0,1161,1381,1381,1,5,1,2,676,197500,7,6
0,0,0,0,0,0,0,0,864,864,864,1,5,0,2,720,129000,8,5
4,0,2,0,0,0,0,0,828,965,965,1,6,0,1,300,119900,5,5
0,0,0,0,1,0,0,0,768,768,768,1,5,0,1,396,133900,8,5
0,0,0,1,0,0,0,1,784,1168,1968,2,7,1,2,530,172000,4,5
0,0,3,0,0,0,0,0,945,980,980,2,4,0,0,0,127500,5,6
4,0,0,0,0,0,0,0,979,979,1958,2,8,0,2,492,145000,6,6
1,0,0,0,0,0,0,0,561,561,1229,1,5,1,2,462,124000,6,6
0,0,0,0,0,0,0,0,1057,1057,1057,1,6,0,2,576,132000,5,5
0,0,0,0,0,0,0,0,1337,1337,1337,2,6,0,2,531,185000,5,7
3,0,1,0,0,0,0,0,696,696,1416,2,6,0,2,484,155000,5,7
0,0,0,0,1,0,0,0,858,858,858,1,4,0,0,0,116500,7,5
0,0,2,0,1,0,0,0,1330,1542,2872,2,11,1,2,619,272000,7,6
0,0,2,0,0,0,0,0,804,804,1548,2,7,1,2,440,155000,6,6
0,0,2,0,0,0,0,0,1800,1800,1800,2,7,0,2,702,239000,5,9
0,0,2,0,0,0,0,0,817,824,1894,2,8,1,2,510,214900,5,7
0,0,0,0,0,0,0,0,783,783,1484,2,8,1,2,393,178900,5,6
0,0,0,0,1,0,0,0,728,976,1308,1,7,2,1,256,160000,7,5
0,0,0,0,0,0,0,0,1098,1098,1098,1,6,0,1,260,135000,7,5
1,0,0,0,0,2,0,0,600,600,968,1,6,0,0,0,37900,6,3
0,0,0,0,2,0,0,0,588,1095,1095,1,6,0,1,264,140000,5,6
0,0,0,0,0,0,0,0,720,720,1192,1,6,0,0,0,135000,4,4
0,0,0,0,0,0,0,0,764,764,1626,2,6,0,2,474,173000,5,7
0,0,0,0,0,0,0,0,918,918,918,2,5,1,1,264,99500,5,6
3,0,2,0,0,0,0,0,1428,1428,1428,2,6,0,2,480,182000,5,7
0,0,2,0,1,0,0,0,728,1136,2019,1,8,0,2,532,167500,8,7
3,0,1,0,0,0,0,0,673,673,1382,2,6,0,2,490,165000,5,7
0,0,0,0,0,0,0,0,440,869,869,1,4,0,0,0,85500,7,4
3,0,0,0,0,0,0,0,1241,1241,1241,1,4,0,2,569,199900,5,7
0,0,0,1,0,0,0,0,894,894,894,1,5,0,2,400,110000,5,4
0,0,2,0,0,0,0,0,1121,1121,1121,1,5,0,2,480,139000,6,5
0,0,2,0,0,0,0,0,944,999,999,1,6,0,2,588,178400,9,7
0,0,2,0,0,0,0,0,1225,1276,2612,2,8,1,3,676,336000,5,8
0,0,0,0,0,0,0,0,1266,1266,1266,2,6,1,2,388,159895,5,7
0,0,2,0,0,0,0,0,1128,1149,2290,2,9,1,2,779,255900,5,8
0,0,0,0,0,0,0,0,0,1302,1734,2,8,0,2,539,126000,5,5
0,0,0,0,0,1,0,0,1164,1164,1164,1,5,0,1,240,125000,5,5
1,0,2,0,1,0,0,0,485,1001,1635,1,5,0,1,255,117000,8,6
0,0,0,0,0,0,0,0,1930,1940,1940,2,8,1,3,606,395192,5,9
0,0,0,0,0,0,0,0,848,1118,2030,2,8,1,2,551,195000,6,6
3,0,0,0,0,0,0,0,770,778,1576,2,6,0,2,614,197000,5,7
0,0,0,0,0,0,0,0,1396,1407,2392,2,7,1,3,870,348000,5,8
1,0,2,0,1,0,0,0,916,916,1742,1,8,1,2,424,168000,9,8
0,0,0,1,0,0,0,0,822,1020,1851,2,7,1,2,440,187000,8,6
0,0,0,0,0,0,0,0,750,750,1500,2,6,0,2,564,173900,5,6
0,0,1,0,0,0,0,0,1700,1718,1718,2,7,1,3,786,337500,5,10
0,0,0,1,0,0,0,0,747,774,1230,1,5,0,1,305,121600,7,4
0,0,0,0,0,0,0,0,1050,1050,1050,1,6,0,1,368,136500,6,5
0,0,0,0,0,0,0,0,1442,1442,1442,2,6,1,2,615,185000,6,6
1,0,0,0,0,0,0,0,1007,1077,1077,1,6,1,1,210,91000,4,3
0,0,0,0,0,0,0,0,1187,1208,1208,2,6,0,2,632,206000,5,7
0,0,2,0,0,1,0,0,0,944,944,1,4,0,2,528,82000,3,3
0,0,2,0,0,0,0,0,691,691,691,1,4,0,1,216,86000,6,5
0,0,0,0,0,0,0,0,1574,1574,1574,2,7,1,3,824,232000,5,8
0,0,2,0,0,0,0,0,1680,1680,1680,2,8,0,2,528,136905,6,5
0,0,0,0,0,0,0,0,1346,1504,1504,2,7,1,2,457,181000,5,7
0,0,0,0,0,0,0,0,985,985,985,2,6,0,1,328,149900,8,5
0,0,0,0,0,0,0,0,1657,1657,1657,2,7,1,2,484,163500,3,6
1,0,0,0,0,0,0,0,546,546,1092,1,6,0,1,286,88000,4,4
0,0,3,0,0,0,0,0,1710,1710,1710,2,7,1,2,550,240000,5,7
0,0,0,0,2,0,0,0,1008,1008,1522,2,7,0,0,0,102000,5,5
0,0,0,0,0,0,0,0,720,720,1271,2,7,1,1,312,135000,5,5
0,0,0,0,0,0,0,0,0,1664,1664,2,8,0,0,0,100000,5,5
